"code","iso","country","GIN.raw.1960","GIN.raw.1961","GIN.raw.1962","GIN.raw.1963","GIN.raw.1964","GIN.raw.1965","GIN.raw.1966","GIN.raw.1967","GIN.raw.1968","GIN.raw.1969","GIN.raw.1970","GIN.raw.1971","GIN.raw.1972","GIN.raw.1973","GIN.raw.1974","GIN.raw.1975","GIN.raw.1976","GIN.raw.1977","GIN.raw.1978","GIN.raw.1979","GIN.raw.1980","GIN.raw.1981","GIN.raw.1982","GIN.raw.1983","GIN.raw.1984","GIN.raw.1985","GIN.raw.1986","GIN.raw.1987","GIN.raw.1988","GIN.raw.1989","GIN.raw.1990","GIN.raw.1991","GIN.raw.1992","GIN.raw.1993","GIN.raw.1994","GIN.raw.1995","GIN.raw.1996","GIN.raw.1997","GIN.raw.1998","GIN.raw.1999","GIN.raw.2000","GIN.raw.2001","GIN.raw.2002","GIN.raw.2003","GIN.raw.2004","GIN.raw.2005","GIN.raw.2006","GIN.raw.2007","GIN.raw.2008","GIN.raw.2009","GIN.raw.2010","GIN.raw.2011","GIN.raw.2012","GIN.raw.2013","GIN.raw.2014","GIN.raw.2015","GIN.raw.2016","GIN.raw.2017","GIN.raw.2018","GIN.raw.2019","GIN.raw.2020","GIN.raw.2021","GIN.raw.2022","GIN.raw.2023"
156,"CHN","China",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,32.2,-9999,-9999,33.9,-9999,-9999,35.2,-9999,-9999,38.7,-9999,-9999,42,-9999,-9999,40.9,-9999,-9999,43,-9999,43.7,42.4,42.2,39.7,39.2,38.6,38.5,39.1,38.5,38.2,37.1,-9999,-9999,-9999
170,"COL","Colombia",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,59.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,53.1,53.6,-9999,51.3,51.5,-9999,-9999,-9999,56.9,-9999,-9999,58.7,58.7,57.5,56,53.6,55,53.9,-9999,-9999,55.3,54.3,54.6,53.5,52.6,52.6,52.6,51,50.6,49.7,50.4,51.3,53.5,55.1,54.8,-9999
174,"COM","Comoros",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,55.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,45.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
184,"COK","Cook Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
188,"CRI","Costa Rica",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,47.5,-9999,-9999,-9999,-9999,34.4,-9999,-9999,45.6,45.3,46.6,45.7,46,46.8,45.7,46.5,45.6,45.7,47.7,47.4,51.5,51.8,49.3,48.4,47.5,49.3,49.3,48.6,50.6,48,48.8,48.4,49.2,48.6,48.4,48.7,48.3,48,48.2,49.2,48.7,47.2,-9999
384,"CIV","Cote d'Ivoire",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,45.5,38,40.5,36.9,-9999,-9999,-9999,39.4,-9999,-9999,40.6,-9999,-9999,39,-9999,-9999,-9999,41.3,-9999,-9999,-9999,-9999,-9999,43.2,-9999,-9999,-9999,-9999,-9999,-9999,41.5,-9999,-9999,37.2,-9999,-9999,35.3,-9999,-9999
191,"HRV","Croatia",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,32.6,32.4,32.3,32.5,32,32.1,31.1,30.9,30.4,29.7,28.9,29.5,28.9,-9999,-9999
192,"CUB","Cuba",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
531,"CUW","Curacao",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
196,"CYP","Cyprus",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,30.1,30.3,31.1,31.1,31.7,32.1,31.5,32.6,34.3,37,35.6,34,32.9,31.4,32.7,31.2,31.7,31.3,-9999,-9999
203,"CZE","Czech Republic",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,20.7,26.6,-9999,-9999,25.8,-9999,-9999,-9999,-9999,-9999,26.6,-9999,27.5,26.9,26.7,26,26.3,26.2,26.6,26.4,26.1,26.5,25.9,25.9,25.4,24.9,25,25.3,26.2,26.2,-9999,-9999
180,"COD","Dem. Rep. Congo",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,42.2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,42.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,44.7,-9999,-9999,-9999
208,"DNK","Denmark",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,26.2,-9999,-9999,-9999,-9999,24.7,-9999,-9999,23,-9999,-9999,-9999,-9999,23.8,-9999,-9999,25.6,24.9,25.2,25.9,26.2,25.2,26.7,27.2,27.3,27.8,28.5,28.4,28.2,28.2,28.7,28.2,27.7,27.5,28.3,-9999,-9999
262,"DJI","Djibouti",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,40,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,45.1,44.1,-9999,-9999,-9999,41.6,-9999,-9999,-9999,-9999,-9999,-9999
212,"DMA","Dominica",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
214,"DOM","Dominican Republic",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,47.8,-9999,-9999,50.5,-9999,-9999,51.4,-9999,-9999,-9999,47.4,48.9,-9999,-9999,51.5,50,49.7,52.1,52.1,50,52,48.9,48.1,48.9,47.3,47.7,46.1,47.7,44.3,45.2,45.7,42.2,43.7,41.9,39.6,38.5,37,-9999
218,"ECU","Ecuador",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,50.5,-9999,-9999,-9999,-9999,-9999,-9999,53.4,51,-9999,-9999,49.7,58.6,56.4,-9999,-9999,53.5,53.9,53.1,52.3,53.4,49.8,48.5,48.8,45.9,46.1,46.9,45,46,45,44.7,45.4,45.7,47.3,45.8,45.5,-9999
818,"EGY","Egypt",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,32,-9999,-9999,-9999,-9999,30.1,-9999,-9999,-9999,32.8,-9999,-9999,-9999,-9999,31.8,-9999,-9999,-9999,31.1,-9999,30.2,-9999,28.3,-9999,-9999,31.8,-9999,31.5,-9999,31.9,-9999,-9999,-9999,-9999
222,"SLV","El Salvador",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,54,-9999,-9999,-9999,49.9,51,-9999,54.5,52.2,51.5,51.4,51.9,50.5,47.8,48.5,45.7,45.2,46.9,45.8,43.5,42.3,41.8,43.4,41.6,40.6,40,38,38.6,38.8,-9999,39,38.8,-9999
226,"GNQ","Equatorial Guinea",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
232,"ERI","Eritrea",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
233,"EST","Estonia",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,37.2,33.6,33.4,33.7,31.2,31.9,31.4,32,32.5,32.9,35.1,34.6,32.7,31.2,30.4,30.3,30.8,30.7,31.8,-9999,-9999
748,"SWZ","Eswatini",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,60.5,-9999,-9999,-9999,-9999,-9999,53.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,51.5,-9999,-9999,-9999,-9999,-9999,-9999,54.6,-9999,-9999,-9999,-9999,-9999,-9999,-9999
231,"ETH","Ethiopia",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,44.6,-9999,-9999,-9999,30,-9999,-9999,-9999,-9999,29.8,-9999,-9999,-9999,-9999,-9999,33.2,-9999,-9999,-9999,-9999,35,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
234,"FRO","Faeroe Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
238,"FLK","Falkland Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
242,"FJI","Fiji",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,38.1,-9999,-9999,-9999,-9999,-9999,40.4,-9999,-9999,-9999,-9999,36.7,-9999,-9999,-9999,-9999,-9999,30.7,-9999,-9999,-9999,-9999
246,"FIN","Finland",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,22.2,-9999,-9999,-9999,22.9,-9999,-9999,-9999,23.5,-9999,-9999,-9999,-9999,27.2,-9999,-9999,27.7,27.9,27.6,28,28.3,27.8,27.5,27.7,27.6,27.1,27.2,26.8,27.1,27.1,27.4,27.3,27.7,27.1,27.7,-9999,-9999
250,"FRA","France",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,37.1,-9999,-9999,-9999,-9999,35.9,-9999,-9999,-9999,34,-9999,-9999,-9999,-9999,33.4,-9999,-9999,-9999,-9999,-9999,32.1,-9999,-9999,-9999,-9999,-9999,32,31.9,31.7,32.5,32.6,32.5,31.8,31.4,30.6,29.8,29.7,32.4,33,32.7,33.7,33.3,33.1,32.5,32.3,32.7,31.9,31.6,32.4,31.2,30.7,31.5,-9999,-9999
258,"PYF","French Polynesia",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
266,"GAB","Gabon",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,42.2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,38,-9999,-9999,-9999,-9999,-9999,-9999
270,"GMB","Gambia",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,48.5,-9999,-9999,-9999,-9999,47.3,-9999,-9999,-9999,-9999,-9999,-9999,43.6,-9999,-9999,-9999,-9999,35.9,-9999,-9999,-9999,-9999,38.8,-9999,-9999,-9999
268,"GEO","Georgia",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,37.1,40.7,41.3,40.1,40.5,39.6,37.2,36.7,36.2,37.4,36.9,38.1,38.5,38.2,39.5,39.6,39,38.6,37.6,36.5,36.6,37.9,36.4,35.9,34.5,34.2,-9999,-9999
276,"DEU","Germany",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,29.5,29,28.5,29.2,28.7,28,28.3,28.1,29,28.8,29.9,29.9,29.9,30.2,31.6,31,31.1,30.9,30.5,30.3,30.7,31.1,31.5,30.9,31.4,31.4,31.9,31.8,31.7,-9999,-9999,-9999,-9999
288,"GHA","Ghana",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,35.3,36,-9999,-9999,38.4,-9999,-9999,-9999,-9999,-9999,-9999,40.1,-9999,-9999,-9999,-9999,-9999,-9999,42.8,-9999,-9999,-9999,-9999,-9999,-9999,42.4,-9999,-9999,-9999,43.5,-9999,-9999,-9999,-9999,-9999,-9999,-9999
300,"GRC","Greece",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,37,-9999,-9999,-9999,-9999,34.2,-9999,-9999,32.8,33.6,34.6,35.1,34,33.6,33.6,34.1,34.8,36.3,36.1,35.8,36,35,34.4,32.9,33.1,33.6,32.9,-9999,-9999
304,"GRL","Greenland",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
308,"GRD","Grenada",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,43.8,-9999,-9999,-9999,-9999,-9999
320,"GTM","Guatemala",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,58.3,-9999,-9999,59.6,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,54.2,-9999,-9999,-9999,-9999,-9999,54.6,-9999,-9999,-9999,-9999,-9999,-9999,-9999,48.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
831,"GGY","Guernsey",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
324,"GIN","Guinea",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,46.8,-9999,-9999,46.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,43,-9999,-9999,-9999,-9999,39.4,-9999,-9999,-9999,-9999,33.7,-9999,-9999,-9999,-9999,-9999,29.6,-9999,-9999,-9999,-9999,-9999
624,"GNB","Guinea-Bissau",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,43.6,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,35.6,-9999,-9999,-9999,-9999,-9999,-9999,-9999,50.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,34.8,-9999,-9999,33.4,-9999,-9999
328,"GUY","Guyana",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,45.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
332,"HTI","Haiti",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,41.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
336,"VAT","Holy See",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
340,"HND","Honduras",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,59.5,57.4,51.9,51.8,53.5,55,55.5,55.7,52.7,57.4,55.4,-9999,55.4,55.7,58.1,58.1,59.5,57.5,55.8,55.5,51.3,53.1,52.6,53.4,50,49.9,49.2,49.8,49.4,48.9,48.2,-9999,-9999,-9999,-9999
344,"HKG","Hong Kong",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
348,"HUN","Hungary",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,29.9,34.7,28.3,27.9,27.5,27,29.4,29.2,30.8,31.5,30.9,30.4,30.3,30.6,29.6,30,29.7,29.2,-9999,-9999
352,"ISL","Iceland",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,26.8,28,29,30.2,29.5,31.8,28.7,26.2,26.8,26.8,25.4,27.8,26.8,27.2,26.1,-9999,-9999,-9999,-9999,-9999,-9999
356,"IND","India",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,33.2,-9999,-9999,-9999,-9999,-9999,32,-9999,-9999,-9999,32.5,-9999,-9999,-9999,-9999,-9999,31.6,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,34,-9999,-9999,-9999,-9999,34.9,-9999,35.4,-9999,-9999,-9999,34.7,34.7,35.9,34.5,33.8,33.8,32.8,-9999,-9999
