"code","iso","country","FGP.raw.1750","FGP.raw.1751","FGP.raw.1752","FGP.raw.1753","FGP.raw.1754","FGP.raw.1755","FGP.raw.1756","FGP.raw.1757","FGP.raw.1758","FGP.raw.1759","FGP.raw.1760","FGP.raw.1761","FGP.raw.1762","FGP.raw.1763","FGP.raw.1764","FGP.raw.1765","FGP.raw.1766","FGP.raw.1767","FGP.raw.1768","FGP.raw.1769","FGP.raw.1770","FGP.raw.1771","FGP.raw.1772","FGP.raw.1773","FGP.raw.1774","FGP.raw.1775","FGP.raw.1776","FGP.raw.1777","FGP.raw.1778","FGP.raw.1779","FGP.raw.1780","FGP.raw.1781","FGP.raw.1782","FGP.raw.1783","FGP.raw.1784","FGP.raw.1785","FGP.raw.1786","FGP.raw.1787","FGP.raw.1788","FGP.raw.1789","FGP.raw.1790","FGP.raw.1791","FGP.raw.1792","FGP.raw.1793","FGP.raw.1794","FGP.raw.1795","FGP.raw.1796","FGP.raw.1797","FGP.raw.1798","FGP.raw.1799","FGP.raw.1800","FGP.raw.1801","FGP.raw.1802","FGP.raw.1803","FGP.raw.1804","FGP.raw.1805","FGP.raw.1806","FGP.raw.1807","FGP.raw.1808","FGP.raw.1809","FGP.raw.1810","FGP.raw.1811","FGP.raw.1812","FGP.raw.1813","FGP.raw.1814","FGP.raw.1815","FGP.raw.1816","FGP.raw.1817","FGP.raw.1818","FGP.raw.1819","FGP.raw.1820","FGP.raw.1821","FGP.raw.1822","FGP.raw.1823","FGP.raw.1824","FGP.raw.1825","FGP.raw.1826","FGP.raw.1827","FGP.raw.1828","FGP.raw.1829","FGP.raw.1830","FGP.raw.1831","FGP.raw.1832","FGP.raw.1833","FGP.raw.1834","FGP.raw.1835","FGP.raw.1836","FGP.raw.1837","FGP.raw.1838","FGP.raw.1839","FGP.raw.1840","FGP.raw.1841","FGP.raw.1842","FGP.raw.1843","FGP.raw.1844","FGP.raw.1845","FGP.raw.1846","FGP.raw.1847","FGP.raw.1848","FGP.raw.1849","FGP.raw.1850","FGP.raw.1851","FGP.raw.1852","FGP.raw.1853","FGP.raw.1854","FGP.raw.1855","FGP.raw.1856","FGP.raw.1857","FGP.raw.1858","FGP.raw.1859","FGP.raw.1860","FGP.raw.1861","FGP.raw.1862","FGP.raw.1863","FGP.raw.1864","FGP.raw.1865","FGP.raw.1866","FGP.raw.1867","FGP.raw.1868","FGP.raw.1869","FGP.raw.1870","FGP.raw.1871","FGP.raw.1872","FGP.raw.1873","FGP.raw.1874","FGP.raw.1875","FGP.raw.1876","FGP.raw.1877","FGP.raw.1878","FGP.raw.1879","FGP.raw.1880","FGP.raw.1881","FGP.raw.1882","FGP.raw.1883","FGP.raw.1884","FGP.raw.1885","FGP.raw.1886","FGP.raw.1887","FGP.raw.1888","FGP.raw.1889","FGP.raw.1890","FGP.raw.1891","FGP.raw.1892","FGP.raw.1893","FGP.raw.1894","FGP.raw.1895","FGP.raw.1896","FGP.raw.1897","FGP.raw.1898","FGP.raw.1899","FGP.raw.1900","FGP.raw.1901","FGP.raw.1902","FGP.raw.1903","FGP.raw.1904","FGP.raw.1905","FGP.raw.1906","FGP.raw.1907","FGP.raw.1908","FGP.raw.1909","FGP.raw.1910","FGP.raw.1911","FGP.raw.1912","FGP.raw.1913","FGP.raw.1914","FGP.raw.1915","FGP.raw.1916","FGP.raw.1917","FGP.raw.1918","FGP.raw.1919","FGP.raw.1920","FGP.raw.1921","FGP.raw.1922","FGP.raw.1923","FGP.raw.1924","FGP.raw.1925","FGP.raw.1926","FGP.raw.1927","FGP.raw.1928","FGP.raw.1929","FGP.raw.1930","FGP.raw.1931","FGP.raw.1932","FGP.raw.1933","FGP.raw.1934","FGP.raw.1935","FGP.raw.1936","FGP.raw.1937","FGP.raw.1938","FGP.raw.1939","FGP.raw.1940","FGP.raw.1941","FGP.raw.1942","FGP.raw.1943","FGP.raw.1944","FGP.raw.1945","FGP.raw.1946","FGP.raw.1947","FGP.raw.1948","FGP.raw.1949","FGP.raw.1950","FGP.raw.1951","FGP.raw.1952","FGP.raw.1953","FGP.raw.1954","FGP.raw.1955","FGP.raw.1956","FGP.raw.1957","FGP.raw.1958","FGP.raw.1959","FGP.raw.1960","FGP.raw.1961","FGP.raw.1962","FGP.raw.1963","FGP.raw.1964","FGP.raw.1965","FGP.raw.1966","FGP.raw.1967","FGP.raw.1968","FGP.raw.1969","FGP.raw.1970","FGP.raw.1971","FGP.raw.1972","FGP.raw.1973","FGP.raw.1974","FGP.raw.1975","FGP.raw.1976","FGP.raw.1977","FGP.raw.1978","FGP.raw.1979","FGP.raw.1980","FGP.raw.1981","FGP.raw.1982","FGP.raw.1983","FGP.raw.1984","FGP.raw.1985","FGP.raw.1986","FGP.raw.1987","FGP.raw.1988","FGP.raw.1989","FGP.raw.1990","FGP.raw.1991","FGP.raw.1992","FGP.raw.1993","FGP.raw.1994","FGP.raw.1995","FGP.raw.1996","FGP.raw.1997","FGP.raw.1998","FGP.raw.1999","FGP.raw.2000","FGP.raw.2001","FGP.raw.2002","FGP.raw.2003","FGP.raw.2004","FGP.raw.2005","FGP.raw.2006","FGP.raw.2007","FGP.raw.2008","FGP.raw.2009","FGP.raw.2010","FGP.raw.2011","FGP.raw.2012","FGP.raw.2013","FGP.raw.2014","FGP.raw.2015","FGP.raw.2016","FGP.raw.2017","FGP.raw.2018","FGP.raw.2019","FGP.raw.2020","FGP.raw.2021"
426,"LSO","Lesotho",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
430,"LBR","Liberia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23e-06,8.29e-06,1.72e-05,2.8e-05,3.98e-05,5.16e-05,6.25e-05,7.14e-05,7.74e-05,7.97e-05,7.79e-05,7.3e-05,6.58e-05,5.7e-05,4.75e-05,3.8e-05,2.92e-05,2.2e-05,1.71e-05,1.53e-05,1.56e-05,1.65e-05,1.78e-05,1.96e-05,2.18e-05,2.42e-05,2.68e-05,2.96e-05,3.24e-05,3.52e-05,3.82e-05,4.15e-05,4.52e-05,4.92e-05,5.36e-05,5.84e-05,6.35e-05,6.9e-05,7.48e-05,8.1e-05,8.81e-05,9.63e-05,0.000106,0.000116,0.000128,0.00014,0.000154,0.000168,0.000183,0.000199,0.000218,0.000241,0.000267,0.000296,0.000327,0.000358,0.00039,0.000422,0.000452,0.00048,0.000506,0.000531,0.000555,0.00058,0.000605,0.000631,0.000658,0.000686,0.000717,0.000715,0.002,0.00478,0.0196,0.047,0.106,0.213,0.345,0.569,0.901,1.45,3.07,5.41,8.45,12,15.5,18.1,21,23.9,26.7,29.5,29.5,31.8,34.1,36.3,38.6,40.9,43.2,45.5,47.8,50.1,52.4
434,"LBY","Libya",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2,42.2,91.8,148,276,283,299,312,348,372,326,304,277,305,312,356,404,428,505,536,504,454,365,290,221,248,260,264,301,338,364,393,412,455,487,537,568,599,593,610,662,692,721,750,779,809,838,867,896,925,955
438,"LIE","Liechtenstein",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00126,0.00126,0.00126,0.00126,0.00126,0.00126,0.00126,0.00126,0.00126,0.00126,0.00126,0.00126,0.00126,0.00126,0.00126,0.00126,0.00126,0.00126,0.00126,0.00126,0.00126,0.00126,0.00126,0.00126,0.00126,0.00126,0.00126,0.00126,0.00126,0.00126,0.00126,0.00126,0.00126,0.00126,0.00126,0.00126,0.00126,0.00126,0.00126,0.00126,0.00126,0.00147,0.00205,0.00294,0.00405,0.00532,0.00666,0.00802,0.00931,0.0105,0.0114,0.0122,0.0129,0.0135,0.0142,0.0148,0.0154,0.016,0.0167,0.0174,0.0182,0.0191,0.02,0.021,0.0221,0.0232,0.0243,0.0256,0.0268,0.0282,0.0296,0.0352,0.0483,0.0675,0.0912,0.118,0.147,0.176,0.203,0.228,0.249,0.268,0.285,0.302,0.318,0.335,0.351,0.367,0.383,0.399,0.416,0.436,0.461,0.492,0.527,0.566,0.607,0.65,0.695,0.739,0.784,0.829,0.877,0.928,0.982,1.04,1.09,1.15,1.21,1.27,1.34,1.4,1.47,1.55,1.63,1.71,1.79,1.86,1.94,2.01,2.01,2.2,1.99,2.25,2.17,2.33,2.66,2.96,3.3,3.94,4.17,3.97,4.03,3.9,4.3,4.3,4.69,4.69,4.55,4.7,6.37,5.65,4.95,4.37,4.18,4.2,3.94,4.52,5.48,6.43,7.53,8.6,9.44,9.91,11,11.3,13.1,13.9,14.8,15,15.3,16.1,13.7,51.5,39,21.9,16.3,23.4,28.8,23.4,24,30
440,"LTU","Lithuania",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000651,0.000651,0.000651,0.000651,0.000651,0.000651,0.000651,0.000651,0.000651,0.000651,0.000651,0.000651,0.000651,0.000651,0.000651,0.000651,0.000651,0.000651,0.000652,0.000652,0.000652,0.000652,0.000652,0.000652,0.000652,0.000652,0.000652,0.000652,0.000652,0.000652,0.000652,0.000652,0.000652,0.000652,0.000652,0.000652,0.000652,0.000652,0.000652,0.000652,0.000652,0.000761,0.00106,0.00152,0.0021,0.00275,0.00345,0.00415,0.00482,0.00542,0.0059,0.00631,0.00667,0.00701,0.00733,0.00764,0.00796,0.00828,0.00863,0.00901,0.00943,0.00988,0.0104,0.0109,0.0114,0.012,0.0126,0.0132,0.0139,0.0146,0.0153,0.0182,0.025,0.0349,0.0472,0.0612,0.076,0.0909,0.105,0.118,0.129,0.139,0.148,0.156,0.165,0.173,0.182,0.19,0.198,0.207,0.215,0.224,0.233,0.242,0.252,0.262,0.273,0.285,0.297,0.31,0.324,0.34,0.357,0.375,0.394,0.415,0.436,0.459,0.482,0.505,0.529,0.556,0.586,0.619,0.653,0.688,0.722,0.754,0.784,0.81,0.831,0.849,0.867,0.885,0.903,0.92,0.935,0.949,0.962,0.972,0.985,0.993,1,1.01,1.03,1.05,1.07,1.12,1.21,1.37,1.43,2.16,3.4,8.25,15.6,35.5,60.6,86.5,126,155,197,262,344,468,596,751,843,956,1070,1230,1500,1550,1790,2080,2350,2880,3630,3600,2820,2720,2600,3560
442,"LUX","Luxembourg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.99e-05,6.99e-05,6.99e-05,6.99e-05,6.99e-05,6.99e-05,6.99e-05,6.99e-05,6.99e-05,6.99e-05,6.99e-05,6.99e-05,6.99e-05,6.99e-05,6.99e-05,6.99e-05,6.99e-05,6.99e-05,6.99e-05,6.99e-05,6.99e-05,6.99e-05,6.99e-05,6.99e-05,6.99e-05,6.99e-05,6.99e-05,6.99e-05,6.99e-05,6.99e-05,6.99e-05,6.99e-05,6.99e-05,6.99e-05,6.99e-05,6.99e-05,7e-05,7e-05,7e-05,7e-05,7e-05,8.17e-05,0.000114,0.000163,0.000225,0.000295,0.00037,0.000445,0.000517,0.000581,0.000634,0.000677,0.000716,0.000752,0.000786,0.00082,0.000854,0.000889,0.000926,0.000967,0.00101,0.00106,0.00111,0.00117,0.00123,0.00129,0.00135,0.00142,0.00149,0.00157,0.00164,0.00196,0.00269,0.00375,0.00507,0.00657,0.00816,0.00977,0.0113,0.0127,0.0139,0.0149,0.0158,0.0168,0.0177,0.0186,0.0195,0.0204,0.0213,0.0222,0.0231,0.0247,0.0276,0.0316,0.0364,0.0418,0.0477,0.0537,0.0598,0.0657,0.0712,0.0765,0.0819,0.0875,0.0933,0.0991,0.105,0.111,0.117,0.123,0.13,0.136,0.142,0.148,0.155,0.161,0.168,0.175,0.183,0.19,0.199,0.212,0.235,0.264,0.3,0.339,0.381,0.424,0.467,0.507,0.542,0.579,0.619,0.663,0.709,0.754,0.798,0.845,0.898,0.971,1.23,1.47,1.87,3.59,6.59,12.5,20.1,26.8,36.1,48.3,60.9,72.8,84.9,96.3,109,121,136,148,160,169,175,184,192,204,217,218,213,224,206,194,185,225
446,"MAC","Macao",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
450,"MDG","Madagascar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58e-05,5.89e-05,0.000122,0.000199,0.000283,0.000367,0.000444,0.000507,0.00055,0.000566,0.000553,0.000518,0.000467,0.000405,0.000337,0.00027,0.000207,0.000156,0.000121,0.000109,0.000111,0.000117,0.000127,0.000139,0.000155,0.000172,0.000191,0.00021,0.00023,0.00025,0.000271,0.000295,0.000321,0.00035,0.000381,0.000415,0.000451,0.00049,0.000532,0.000576,0.000626,0.000684,0.000751,0.000825,0.000908,0.000997,0.00109,0.00119,0.0013,0.00142,0.00155,0.00171,0.0019,0.0021,0.00232,0.00255,0.00277,0.003,0.00321,0.00341,0.00359,0.00377,0.00394,0.00412,0.0043,0.00448,0.00467,0.00487,0.00509,0.00508,0.0124,0.028,0.114,0.251,0.516,0.883,1.24,1.75,2.45,3.45,4.58,3.99,5.37,6.6,7.83,8.42,9.29,10.1,10.9,11.7,12.4,13.2,14,14.8,15.6,16.5,17.3,18.1,18.9,19.7,20.5
454,"MWI","Malawi",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
458,"MYS","Malaysia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.45e-08,4.45e-08,4.45e-08,4.45e-08,4.45e-08,4.45e-08,4.45e-08,4.45e-08,4.45e-08,4.45e-08,4.45e-08,4.45e-08,4.45e-08,4.45e-08,4.45e-08,4.45e-08,4.45e-08,4.45e-08,4.45e-08,4.45e-08,4.45e-08,4.45e-08,4.45e-08,4.45e-08,4.45e-08,4.45e-08,4.45e-08,4.45e-08,4.45e-08,4.45e-08,4.45e-08,4.46e-08,4.46e-08,4.46e-08,4.46e-08,4.46e-08,4.46e-08,4.46e-08,4.46e-08,4.46e-08,4.46e-08,5.21e-08,7.27e-08,1.04e-07,1.43e-07,1.88e-07,2.36e-07,2.84e-07,3.29e-07,3.7e-07,4.04e-07,4.31e-07,4.56e-07,4.79e-07,5.01e-07,5.22e-07,5.44e-07,5.66e-07,5.9e-07,6.16e-07,6.44e-07,6.75e-07,7.09e-07,7.44e-07,7.81e-07,8.2e-07,8.61e-07,9.05e-07,9.5e-07,9.97e-07,1.05e-06,0.000179,0.000661,0.00137,0.00224,0.00318,0.00412,0.00498,0.00569,0.00617,0.00635,0.00621,0.00582,0.00525,0.00455,0.00379,0.00303,0.00234,0.00176,0.00138,0.00123,0.00165,0.0028,0.00457,0.00682,0.00943,0.0123,0.0152,0.0181,0.0208,0.0233,0.0256,0.0279,0.0303,0.0326,0.035,0.0375,0.0399,0.0424,0.0449,0.0475,0.05,0.0523,0.0546,0.057,0.0595,0.0622,0.0653,0.0689,0.0729,0.0725,18.7,37.1,67,93.6,156,217,262,302,370,431,394,384,369,431,475,526,580,600,695,724,850,947,941,923,878,799,693,581,630,688,918,1060,1200,1280,1390,1580,1700,1830,1350,1390,1570,1980,2060,2170,2780,3000,2640,2760,2870,2980,3090
462,"MDV","Maldives",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
