"iso","country","code","Series.Name","Series.Code","X1996..YR1996.","X1998..YR1998.","X2000..YR2000.","X2002..YR2002.","X2003..YR2003.","X2004..YR2004.","X2005..YR2005.","X2006..YR2006.","X2007..YR2007.","X2008..YR2008.","X2009..YR2009.","X2010..YR2010.","X2011..YR2011.","X2012..YR2012.","X2013..YR2013.","X2014..YR2014.","X2015..YR2015.","X2016..YR2016.","X2017..YR2017.","X2018..YR2018.","X2019..YR2019.","X2020..YR2020.","X2021..YR2021."
"BGR","Bulgaria",100,"Government Effectiveness: Estimate","GE.EST","-0.0425848290324211","-0.0834641233086586","0.0379754789173603","0.173596397042274","0.0305347591638565","0.075740858912468","0.131950035691261","-0.136293441057205","-0.126671835780144","-0.180583730340004","0.0687544345855713","-0.0697367191314697","-0.0756210312247276","-0.031450092792511","-0.0155216613784432","-0.113804370164871","0.0163866877555847","0.120276361703873","0.128312349319458","0.140734523534775","0.20231106877327","-0.182731494307518","-0.139183074235916"
"BFA","Burkina Faso",854,"Government Effectiveness: Estimate","GE.EST","-0.928940415382385","-0.918438374996185","-0.783201575279236","-0.846448183059692","-0.814034223556519","-0.695688009262085","-0.600863695144653","-0.800466656684875","-0.769253969192505","-0.527292013168335","-0.615956783294678","-0.587244033813477","-0.56613302230835","-0.631817698478699","-0.669020593166351","-0.591082870960236","-0.647623836994171","-0.595434606075287","-0.604678869247437","-0.611225008964539","-0.753421664237976","-0.675997257232666","-0.726333022117615"
"BDI","Burundi",108,"Government Effectiveness: Estimate","GE.EST","-1.6624231338501","-1.6014848947525","-1.41228187084198","-1.50260782241821","-1.4959192276001","-1.23602700233459","-1.25173223018646","-1.11481285095215","-1.28598463535309","-1.13972544670105","-1.06905472278595","-1.12779533863068","-1.08786106109619","-1.31334269046783","-1.07157528400421","-1.15178322792053","-1.20808339118958","-1.45598387718201","-1.36013412475586","-1.42649447917938","-1.35036277770996","-1.28126287460327","-1.33109068870544"
"CPV","Cabo Verde",132,"Government Effectiveness: Estimate","GE.EST","..","..","..","-0.270427465438843","-0.28283503651619","-0.347772747278214","-0.236018776893616","-0.0306864008307457","0.28564789891243","-0.0293683260679245","-0.083516851067543","-0.100973315536976","0.079043373465538","0.0531910918653011","0.0417175777256489","0.0370709039270878","0.194931030273438","0.137604638934135","0.174251601099968","0.355626672506332","0.291506767272949","0.226905837655067","0.0427362434566021"
"KHM","Cambodia",116,"Government Effectiveness: Estimate","GE.EST","-0.724763095378876","-0.874252378940582","-0.897491276264191","-0.807996273040771","-0.913508534431458","-0.902321815490723","-1.0017477273941","-0.980856120586395","-0.910214006900787","-1.00050508975983","-0.958654165267944","-0.960994601249695","-0.869724988937378","-0.817487955093384","-0.909453153610229","-0.693109095096588","-0.701688945293427","-0.691832840442657","-0.654785931110382","-0.555220901966095","-0.571561098098755","-0.392002016305923","-0.422636479139328"
"CMR","Cameroon",120,"Government Effectiveness: Estimate","GE.EST","-1.08020269870758","-0.826229512691498","-0.823291063308716","-0.911196768283844","-0.838255286216736","-0.80587762594223","-0.928648829460144","-0.970729887485504","-0.849485576152802","-0.823444545269012","-0.850612580776215","-0.900068581104279","-0.891388356685638","-0.902539670467377","-0.922704458236694","-0.81028014421463","-0.800239264965057","-0.782967507839203","-0.826015651226044","-0.822952508926392","-0.831370949745178","-0.900137960910797","-0.875312626361847"
"CAN","Canada",124,"Government Effectiveness: Estimate","GE.EST","1.74236369132996","1.87730169296265","1.84907865524292","1.86085593700409","1.92382574081421","1.90024209022522","1.8819397687912","1.89171433448792","1.75416231155396","1.78187453746796","1.74188160896301","1.77762567996979","1.77233076095581","1.75665128231049","1.78109800815582","1.75431442260742","1.75740849971771","1.77425181865692","1.84851443767548","1.7078355550766","1.7242956161499","1.63518702983856","1.6038920879364"
"CYM","Cayman Islands",136,"Government Effectiveness: Estimate","GE.EST","1.92678117752075","1.90416312217712","1.88826286792755","1.90083611011505","1.34845733642578","1.25627827644348","1.2872017621994","1.27947068214417","1.24610328674316","1.27042543888092","1.26398038864136","1.2462443113327","1.23621416091919","1.24728560447693","1.22114515304565","1.17534911632538","1.16320443153381","1.17693638801575","1.22199940681458","1.19737100601196","1.16319942474365","1.1213675737381","1.29015183448792"
"CAF","Central African Republic",140,"Government Effectiveness: Estimate","GE.EST","-1.40605127811432","-1.35108137130737","-1.41228187084198","-1.38285386562347","-1.20287775993347","-1.32987952232361","-1.57404839992523","-1.46421027183533","-1.53929269313812","-1.38006794452667","-1.4013797044754","-1.39822602272034","-1.31780612468719","-1.4573860168457","-1.63031995296478","-1.88735949993134","-1.78828811645508","-1.7859103679657","-1.77838099002838","-1.71451246738434","-1.75460362434387","-1.7047803401947","-1.64426708221436"
"TCD","Chad",148,"Government Effectiveness: Estimate","GE.EST","-0.636936128139496","-0.599871158599854","-0.650617778301239","-0.888108372688293","-1.17256081104279","-1.1497368812561","-1.39347159862518","-1.45905721187592","-1.60799980163574","-1.55187451839447","-1.4173549413681","-1.45555734634399","-1.37168371677399","-1.48455536365509","-1.38703036308289","-1.50968110561371","-1.45233857631683","-1.52056062221527","-1.47825181484222","-1.53306317329407","-1.5765894651413","-1.48164510726929","-1.42402386665344"
"CHL","Chile",152,"Government Effectiveness: Estimate","GE.EST","1.33797693252563","1.09743523597717","1.00555968284607","1.07848691940308","1.10683035850525","1.12516188621521","1.1597056388855","0.938530206680298","1.19290232658386","1.06749355792999","1.14415669441223","1.16449677944183","1.15973389148712","1.18497562408447","1.16464471817017","1.03606343269348","0.946688175201416","0.864224791526794","0.839776456356049","0.939167737960815","0.891052961349487","0.737568378448486","0.626065135002136"
