"code","iso","country","CDG.raw.1750","CDG.raw.1751","CDG.raw.1752","CDG.raw.1753","CDG.raw.1754","CDG.raw.1755","CDG.raw.1756","CDG.raw.1757","CDG.raw.1758","CDG.raw.1759","CDG.raw.1760","CDG.raw.1761","CDG.raw.1762","CDG.raw.1763","CDG.raw.1764","CDG.raw.1765","CDG.raw.1766","CDG.raw.1767","CDG.raw.1768","CDG.raw.1769","CDG.raw.1770","CDG.raw.1771","CDG.raw.1772","CDG.raw.1773","CDG.raw.1774","CDG.raw.1775","CDG.raw.1776","CDG.raw.1777","CDG.raw.1778","CDG.raw.1779","CDG.raw.1780","CDG.raw.1781","CDG.raw.1782","CDG.raw.1783","CDG.raw.1784","CDG.raw.1785","CDG.raw.1786","CDG.raw.1787","CDG.raw.1788","CDG.raw.1789","CDG.raw.1790","CDG.raw.1791","CDG.raw.1792","CDG.raw.1793","CDG.raw.1794","CDG.raw.1795","CDG.raw.1796","CDG.raw.1797","CDG.raw.1798","CDG.raw.1799","CDG.raw.1800","CDG.raw.1801","CDG.raw.1802","CDG.raw.1803","CDG.raw.1804","CDG.raw.1805","CDG.raw.1806","CDG.raw.1807","CDG.raw.1808","CDG.raw.1809","CDG.raw.1810","CDG.raw.1811","CDG.raw.1812","CDG.raw.1813","CDG.raw.1814","CDG.raw.1815","CDG.raw.1816","CDG.raw.1817","CDG.raw.1818","CDG.raw.1819","CDG.raw.1820","CDG.raw.1821","CDG.raw.1822","CDG.raw.1823","CDG.raw.1824","CDG.raw.1825","CDG.raw.1826","CDG.raw.1827","CDG.raw.1828","CDG.raw.1829","CDG.raw.1830","CDG.raw.1831","CDG.raw.1832","CDG.raw.1833","CDG.raw.1834","CDG.raw.1835","CDG.raw.1836","CDG.raw.1837","CDG.raw.1838","CDG.raw.1839","CDG.raw.1840","CDG.raw.1841","CDG.raw.1842","CDG.raw.1843","CDG.raw.1844","CDG.raw.1845","CDG.raw.1846","CDG.raw.1847","CDG.raw.1848","CDG.raw.1849","CDG.raw.1850","CDG.raw.1851","CDG.raw.1852","CDG.raw.1853","CDG.raw.1854","CDG.raw.1855","CDG.raw.1856","CDG.raw.1857","CDG.raw.1858","CDG.raw.1859","CDG.raw.1860","CDG.raw.1861","CDG.raw.1862","CDG.raw.1863","CDG.raw.1864","CDG.raw.1865","CDG.raw.1866","CDG.raw.1867","CDG.raw.1868","CDG.raw.1869","CDG.raw.1870","CDG.raw.1871","CDG.raw.1872","CDG.raw.1873","CDG.raw.1874","CDG.raw.1875","CDG.raw.1876","CDG.raw.1877","CDG.raw.1878","CDG.raw.1879","CDG.raw.1880","CDG.raw.1881","CDG.raw.1882","CDG.raw.1883","CDG.raw.1884","CDG.raw.1885","CDG.raw.1886","CDG.raw.1887","CDG.raw.1888","CDG.raw.1889","CDG.raw.1890","CDG.raw.1891","CDG.raw.1892","CDG.raw.1893","CDG.raw.1894","CDG.raw.1895","CDG.raw.1896","CDG.raw.1897","CDG.raw.1898","CDG.raw.1899","CDG.raw.1900","CDG.raw.1901","CDG.raw.1902","CDG.raw.1903","CDG.raw.1904","CDG.raw.1905","CDG.raw.1906","CDG.raw.1907","CDG.raw.1908","CDG.raw.1909","CDG.raw.1910","CDG.raw.1911","CDG.raw.1912","CDG.raw.1913","CDG.raw.1914","CDG.raw.1915","CDG.raw.1916","CDG.raw.1917","CDG.raw.1918","CDG.raw.1919","CDG.raw.1920","CDG.raw.1921","CDG.raw.1922","CDG.raw.1923","CDG.raw.1924","CDG.raw.1925","CDG.raw.1926","CDG.raw.1927","CDG.raw.1928","CDG.raw.1929","CDG.raw.1930","CDG.raw.1931","CDG.raw.1932","CDG.raw.1933","CDG.raw.1934","CDG.raw.1935","CDG.raw.1936","CDG.raw.1937","CDG.raw.1938","CDG.raw.1939","CDG.raw.1940","CDG.raw.1941","CDG.raw.1942","CDG.raw.1943","CDG.raw.1944","CDG.raw.1945","CDG.raw.1946","CDG.raw.1947","CDG.raw.1948","CDG.raw.1949","CDG.raw.1950","CDG.raw.1951","CDG.raw.1952","CDG.raw.1953","CDG.raw.1954","CDG.raw.1955","CDG.raw.1956","CDG.raw.1957","CDG.raw.1958","CDG.raw.1959","CDG.raw.1960","CDG.raw.1961","CDG.raw.1962","CDG.raw.1963","CDG.raw.1964","CDG.raw.1965","CDG.raw.1966","CDG.raw.1967","CDG.raw.1968","CDG.raw.1969","CDG.raw.1970","CDG.raw.1971","CDG.raw.1972","CDG.raw.1973","CDG.raw.1974","CDG.raw.1975","CDG.raw.1976","CDG.raw.1977","CDG.raw.1978","CDG.raw.1979","CDG.raw.1980","CDG.raw.1981","CDG.raw.1982","CDG.raw.1983","CDG.raw.1984","CDG.raw.1985","CDG.raw.1986","CDG.raw.1987","CDG.raw.1988","CDG.raw.1989","CDG.raw.1990","CDG.raw.1991","CDG.raw.1992","CDG.raw.1993","CDG.raw.1994","CDG.raw.1995","CDG.raw.1996","CDG.raw.1997","CDG.raw.1998","CDG.raw.1999","CDG.raw.2000","CDG.raw.2001","CDG.raw.2002","CDG.raw.2003","CDG.raw.2004","CDG.raw.2005","CDG.raw.2006","CDG.raw.2007","CDG.raw.2008","CDG.raw.2009","CDG.raw.2010","CDG.raw.2011","CDG.raw.2012","CDG.raw.2013","CDG.raw.2014","CDG.raw.2015","CDG.raw.2016","CDG.raw.2017","CDG.raw.2018","CDG.raw.2019","CDG.raw.2020","CDG.raw.2021"
226,"GNQ","Equatorial Guinea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1,11.2,11.2,11.2,29.9,37.5,37.5,33.8,48.9,49,22.7,22.7,22.7,26.6,26.6,30.5,26.7,26.7,30.6,46,38.1,67.4,89.3,30.6,52.5,63.4,63.4,63.4,70.7,63.4,59.7,70.8,74.6,63.7,82.1,67.5,82.3,101,108,119,64.7,327,585,850,1210,1290,1420,2070,2370,2630,2770,5280,5470,6270,7770,8790,8680,7930,9050,8440,8660,9530,8740,8500,8020,6980,6570,6030,7810,8030,7730,7930
232,"ERI","Eritrea",1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.1,1.1,1.11,1.11,1.12,1.12,1.13,1.13,1.14,1.14,1.15,1.16,1.16,1.17,1.17,1.18,1.18,1.19,1.2,1.2,1.21,1.21,1.22,1.22,1.23,1.24,1.24,1.25,1.25,1.26,1.27,1.27,1.28,1.28,1.29,1.3,1.3,1.31,1.32,1.32,1.33,1.34,1.34,1.35,1.36,1.36,1.37,1.38,1.38,1.39,1.43,1.48,1.53,1.72,1.93,2.14,2.37,2.6,2.84,3.09,3.38,3.68,3.99,4.31,4.64,4.99,5.34,5.71,6.09,6.48,6.94,7.42,7.91,8.42,8.94,9.48,10,10.6,14.5,7.27,3.63,10.9,14.5,18.2,17.9,17.6,17.3,17,16.7,16.4,16,15.7,15.3,14.9,14.6,14.2,13.8,13.4,13,12.6,12.2,11.8,11.4,10.9,337,364,380,393,417,444,472,469,500,487,464,509,485,476,477,491,469,447,477,462,489,522,549,590,598,677,632,634,688,711,794,867,774,592,622,610,633,607,717,772,772,551,565,411,503,503,565,625,645,656,660,667,700,758,745,679,720
233,"EST","Estonia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0.347,0.232,0.29,0.353,0.412,0.468,0.522,0.577,0.633,0.693,0.757,0.827,0.905,0.993,1.09,1.2,1.33,1.46,1.62,1.8,2.18,2.86,3.72,4.63,5.44,6.22,6.99,7.64,8.11,10.6,13.5,12.2,12.7,14.1,13.5,43.2,49.4,40.6,55.5,60.3,81.9,84,77.8,93.8,107,131,130,171,173,203,208,218,250,240,253,259,262,270,298,331,352,375,438,462,501,514,598,669,797,894,889,866,871,989,929,1060,1200,1210,1280,1240,1310,1510,1680,1480,1310,1390,1290,508,391,362,406,495,544,673,648,989,1250,1400,1470,1840,2200,2610,3000,3680,4220,4890,4970,5250,5320,6540,5650,3640,5030,4320,5150,5760,6930,7320,8300,9220,9990,10600,11200,12200,13700,14800,16000,16600,17200,17400,17400,17600,18400,19200,20000,20800,21300,21400,21900,24500,25200,26300,27000,27500,28600,29500,30200,30500,30700,32100,30200,30600,30600,30400,33400,34200,33700,34000,32700,28200,26100,25800,21100,21400,20000,20800,20700,18400,17000,17100,17900,16800,19200,19600,19200,18700,20800,19800,17300,21000,21500,20800,23100,22200,20600,21500,21800,23300,17800,15800,17300
748,"SWZ","Eswatini",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,33,3.67,4.33,6.61,11,80.7,202,227,279,304,371,404,386,375,317,342,338,345,445,453,471,442,442,277,338,445,464,443,444,444,971,882,842,717,1090,1070,793,1150,1170,1250,1220,1100,1090,1010,1010,1020,1020,1050,1040,1080,1020,1030,1200,1550,912,985,1190,992,983,985,900,936
231,"ETH","Ethiopia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9,10.9,10.9,10.1,8.34,6.19,4.39,3.63,3.63,92.3,62.8,100,186,271,230,245,327,323,342,357,346,402,432,414,659,839,1090,1760,1700,1680,1890,1440,1790,1780,1250,1220,1090,1410,1900,1870,1910,1530,1890,1700,1840,2250,2620,2710,2870,3070,3040,3020,3080,2300,2620,2960,3110,3310,3270,3630,4490,4620,4960,5360,5190,5570,6090,6670,6740,6650,7790,8570,10100,12700,13400,15200,16800,17600,17700,16400,17300
234,"FRO","Faeroe Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
238,"FLK","Falkland Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
242,"FJI","Fiji",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,136,158,170,159,173,200,163,178,200,197,167,234,245,431,350,324,357,402,443,528,555,588,639,680,629,492,774,720,849,805,1090,848,720,588,583,609,483,561,637,813,673,749,751,749,767,827,799,771,786,841,1020,848,1000,1310,1040,1160,1100,847,753,1160,1020,1000,1260,1570,2070,1960,1980,2090,2280,2260,2290
246,"FIN","Finland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.6,105,105,110,68.4,89.4,99.9,89.4,126,99.9,130,162,130,123,181,119,134,164,181,113,143,137,169,162,195,308,178,176,164,224,293,298,261,263,298,325,411,716,678,1040,838,577,545,707,726,806,851,1240,1980,1800,1480,1840,2090,2340,955,115,216,141,105,289,379,383,992,2080,2460,2420,2250,4180,4370,4700,3710,4250,4250,4540,5570,4930,6970,9380,7770,6540,3130,4480,3870,5480,3810,825,4380,7110,11000,6200,8260,10100,10800,9190,11000,13000,14200,14200,12100,15500,17000,16600,18500,21100,24900,27300,31600,30600,35400,40200,42200,42400,46200,51600,49000,47900,53000,51900,53700,56100,59900,53000,44400,42800,43600,51100,54800,60000,53800,54200,53100,55200,49000,52000,59000,55000,63000,61600,58700,57100,53800,58300,63100,70400,69100,56600,67500,65400,58800,55100,64400,58800,51000,50300,50200,45400,48200,44700,46300,43100,37000,37800
250,"FRA","France",1.13,1.14,1.15,1.17,1.18,1.19,1.2,1.21,1.22,1.23,1.24,1.25,1.26,1.28,1.29,1.3,1.31,1.32,1.33,1.35,1.36,1.37,1.38,1.4,1.41,1.42,1.44,52.3,105,159,216,277,341,408,478,552,628,707,790,875,964,1050,1150,1250,1350,1450,1560,1670,1780,1900,2010,2130,2580,2200,2500,2170,2160,2150,2150,2140,2440,2360,2550,2360,2410,2690,2870,3060,2740,2940,3340,3460,3650,3650,4050,4550,4700,6800,7180,6990,7530,6960,7680,8330,10300,10600,12200,13100,13600,13300,13600,15900,16700,16700,17500,20500,21300,24000,19200,20000,22600,23000,24800,29100,33600,38000,39800,40600,39800,40200,43800,47400,50000,50800,53800,56700,61600,62400,63800,65500,58100,57800,70000,75700,72000,75000,75100,73500,75000,77600,87600,89700,94600,99200,95300,91700,90900,95800,99600,102000,112000,113000,113000,111000,117000,118000,122000,128000,132000,138000,149000,144000,135000,149000,145000,147000,158000,168000,170000,174000,174000,182000,184000,198000,138000,120000,128000,142000,127000,136000,177000,161000,190000,215000,240000,249000,249000,247000,243000,269000,273000,250000,220000,229000,231000,225000,228000,250000,232000,224000,159000,139000,141000,144000,91800,123000,189000,210000,224000,261000,231000,260000,258000,243000,257000,271000,304000,313000,299000,294000,303000,314000,332000,370000,382000,388000,382000,407000,419000,448000,476000,498000,517000,554000,537000,481000,541000,514000,537000,563000,540000,488000,468000,454000,439000,433000,417000,408000,404000,422000,404000,418000,396000,389000,367000,380000,405000,382000,409000,4e+05,394000,411000,409000,413000,415000,418000,406000,402000,397000,386000,392000,372000,370000,365000,337000,345000,347000,348000,337000,329000,278000,302000
258,"PYF","French Polynesia",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
266,"GAB","Gabon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.1,44.7,54.5,47.8,51.9,49.5,67,71.6,81.8,28.4,150,181,96.3,79.9,207,234,411,1090,2100,1530,2140,3070,3000,6440,6630,6870,7350,7870,9200,8500,8300,8240,8160,6920,7820,8410,6380,5230,5540,7530,6310,4940,5090,5170,4780,5480,6170,5800,6760,6360,6420,6770,6530,7380,6670,6340,5640,5130,5480,5400,5890,5750,5800,6100,6550,6670,6740,6380,6190,6410,6240,6260
270,"GMB","Gambia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7,7.98,9.52,10.6,12.6,13.3,15.5,17.1,26.9,19.3,19.3,23.3,27.2,31.2,31.3,31.4,35.4,35.5,39.6,51.6,51,58.4,69.6,66.1,66.2,103,103,118,143,151,162,162,166,166,177,178,167,186,190,186,204,204,204,216,216,223,227,231,250,283,283,309,309,309,332,336,362,362,376,388,439,458,461,439,520,531,538,546,665,678,686,741
268,"GEO","Georgia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0887,0.105,0.0694,0.0858,0.0107,0.0125,0.0142,0.0159,0.0176,0.0193,0.0211,0.023,0.0252,0.0275,0.0302,0.0332,0.0365,0.0403,0.0446,0.0493,0.472,0.0662,0.0871,0.113,0.141,1.36,0.189,0.213,1.85,1.95,2.55,3.24,2.91,3.04,3.41,3.25,10.3,11.8,9.77,13.2,14.4,19.3,19.6,18.3,22.1,25.2,31.1,31.5,41,41.8,48.8,51.1,53.5,60.6,61.2,66.4,67.9,71.6,74.4,80,90.4,99.2,105,122,123,142,144,166,185,213,241,247,236,228,251,220,249,276,276,289,283,292,329,356,324,301,321,295,118,104,94.3,101,123,136,160,158,225,284,308,334,463,557,620,688,831,938,1080,1100,1170,1180,1410,1240,878,1090,1040,1080,1220,1490,1610,1840,2080,2280,2460,2630,2900,3320,3680,4070,4400,4680,4930,5160,5480,5940,6380,6830,7280,7670,7950,8330,8410,8510,9040,8990,8850,9390,9370,9130,9310,9640,9450,9660,9580,9580,9960,10400,10300,10400,10600,10500,10500,11000,16800,11200,7080,3280,5180,5660,6060,5510,5730,4710,4350,4760,5370,6070,7110,7340,6230,6970,7140,8740,9200,8930,9780,10600,10900,11000,9520,9780,9460,7940
