"code","iso","country","PIA.raw.1992","PIA.raw.1993","PIA.raw.1994","PIA.raw.1995","PIA.raw.1996","PIA.raw.1997","PIA.raw.1998","PIA.raw.1999","PIA.raw.2000","PIA.raw.2001","PIA.raw.2002","PIA.raw.2003","PIA.raw.2004","PIA.raw.2005","PIA.raw.2006","PIA.raw.2007","PIA.raw.2008","PIA.raw.2009","PIA.raw.2010","PIA.raw.2011","PIA.raw.2012","PIA.raw.2013","PIA.raw.2014","PIA.raw.2015","PIA.raw.2016","PIA.raw.2017","PIA.raw.2018","PIA.raw.2019","PIA.raw.2020","PIA.raw.2021"
120,"CMR","Cameroon",0.000735766692756556,0.000624407409528537,0.00056713692101127,0.000695200096723492,0.000676905357336031,0.000769174477724962,0.000838376318016659,0.000866216138823664,0.000885306301662753,0.000961666953019109,0.0010499589561499,0.000956098988857708,0.00100143812560054,0.000849512246339461,0.00085030766979109,0.000905191887953471,0.000925872897695817,0.00105986189147524,0.00103039916421409,0.00107100995043892,0.00129892649650968,0.00209673621849328,0.00179686157722925,0.00178413480200319,0.00238149781417636,0.00263603331869754,0.00279750427937817,0.00263444247179428,0.00256683147840584,0.00379814698152709
124,"CAN","Canada",0.0099794142614601,0.00987136860969628,0.00906604885870591,0.0114151103565365,0.0101307772118468,0.00978902565553669,0.0109527447651387,0.0112019666100736,0.0118708262591964,0.010698476702509,0.0109995519713262,0.0104414025655537,0.00902487738162611,0.00741756272401434,0.00718211186568572,0.00890256555366912,0.00882625919637804,0.00870985054318664,0.00763994997994924,0.00859250843648471,0.00869321826070553,0.00610651292209017,0.00736960007545746,0.0682656810035842,0.0356618326730806,0.0635312912657989,0.0107255470665912,0.0123140209394454,0.00796286078098472,0.0261747076023392
136,"CYM","Cayman Islands",0.0118897040222616,0.0117210557382579,0.0118897040222616,0.0150940214183321,0.0158529386963488,0.017455097394384,0.0172021249683784,0.0182140146724007,0.0197318492284341,0.0195632009444304,0.0199004975124378,0.0204064423644489,0.0166118559743655,0.0178767181043933,0.0193945526604267,0.0199004975124378,0.0182983388144026,0.0172021249683784,0.0184669870984063,0.0197318492284341,0.0239480563285269,0.0185513112404081,0.0182983388144026,0.0182983388144026,0.0182140146724007,0.0209967113584619,0.0213340079264693,0.0207437389324564,0.0138291592883042,0.0204064423644489
140,"CAF","Central African Republic",0.000162558835563457,8.09727029976463e-05,7.54518368841704e-05,8.52667099747942e-05,8.03592734294823e-05,8.58801395429582e-05,9.63084422017459e-05,8.89472873837781e-05,9.99890196107299e-05,8.83338578156141e-05,0.000106736744860534,8.52667099747942e-05,9.2627864792762e-05,7.60652664523344e-05,7.66786960204984e-05,8.21995621339742e-05,7.11578299070225e-05,7.11356188308248e-05,6.99091426440864e-05,7.5428285484409e-05,8.09727029976463e-05,0.00460685605691154,0.00586990753776119,0.00369407285948353,0.00888368700615086,0.0055766882041788,0.00939896784340861,0.00473199568881699,0.00586745381948854,0.0107534203299147
148,"TCD","Chad",4.74473334598596e-05,5.5286458118445e-05,4.66221624431663e-05,6.8901779893883e-05,6.60136813354568e-05,7.13772929439626e-05,7.79786610775083e-05,6.93143654022296e-05,7.67409045524685e-05,8.74681277694802e-05,0.00010933515971185,0.000146880440971391,0.00015306922359659,0.000153481809104937,0.000153894394613284,0.000209593438240075,0.000165034203338642,0.000171771359107846,0.000191178219391665,0.000254766655215243,0.00033295650523571,0.00203322138513207,0.0014527135748884,0.00155751029400843,0.00223043725812175,0.00120516226988043,0.00139453901821152,0.00118329523793806,0.00223291277117183,0.0017068662480299
152,"CHL","Chile",0.000426381828797768,0.000463988908014935,0.000483044844128332,0.000624008292066505,0.000656315044682595,0.000690935431926139,0.000783186354435364,0.000744527623114808,0.000845906885881444,0.000885533137137117,0.000895502799077238,0.000931258970592442,0.000898152962377777,0.00084990316387432,0.000907954359981356,0.000916830303733954,0.000866308936687178,0.00100139016517047,0.000939707897013333,0.00102091306586959,0.00120027157863918,0.00112308031425047,0.00115976193961666,0.00116451540712398,0.00117402234213861,0.00150659680331413,0.00144694709600995,0.00156595204802937,0.0015716730354718,0.00168104485422419
156,"CHN","China",0.00628821538952056,0.00596982880534,0.00628699403981343,0.00869761695387669,0.00827413001331914,0.0103114377471626,0.0109521963724628,0.0108598880472289,0.0116747211465774,0.0133000804805175,0.0140769874573813,0.0154712224296374,0.0172165954426943,0.0168448230199993,0.0187585815887317,0.0190183755277516,0.019208134703302,0.0223934355516289,0.0220723489619577,0.0238802165443184,0.0272547722632767,0.0235175064410127,0.0231242318353158,0.0229139347002165,0.0225569791779159,0.0290754832687946,0.0304650578276946,0.0365095496690785,0.0378186758512165,0.0431534992311925
170,"COL","Colombia",0.00692760615576985,0.00777217701163136,0.00767894516390639,0.0103621028991677,0.00946166148750042,0.0122822676453269,0.0119206514712465,0.0118058254823206,0.0117880017467261,0.012024851771645,0.0129112398533244,0.0121880075051637,0.0119425883765936,0.0104615045015215,0.0110075277861755,0.0111703407555482,0.0109136104101584,0.0124770233196159,0.0115390946502058,0.0119849108367627,0.0146661922810885,0.0133869964880386,0.0134744013452807,0.0139419316404898,0.0133023337439648,0.0154422103077405,0.0167793332414725,0.0175848289846846,0.0172420648386369,0.0168458294858058
174,"COM","Comoros",0.000213675213675214,0.000267094017094017,5.34188034188034e-05,0.000534188034188034,0.000373931623931624,0,0.000373931623931624,0.000694444444444444,0.000480769230769231,0.000747863247863248,0.000694444444444444,0.000213675213675214,0.000480769230769231,0.000267094017094017,0.000534188034188034,0.000106837606837607,0.000480769230769231,0.000694444444444444,0.00122863247863248,0.00133547008547009,0.00192307692307692,0.00101495726495727,0.000641025641025641,0,0,0.000801282051282051,0.000961538461538462,0.0015491452991453,0.00144230769230769,0.0016025641025641
184,"COK","Cook Islands",0.0769230769230769,0.0989010989010989,0.0769230769230769,0.120879120879121,0.0989010989010989,0.120879120879121,0.175824175824176,0.164835164835165,0.164835164835165,0.186813186813187,0.175824175824176,0.153846153846154,0.153846153846154,0.032967032967033,0.142857142857143,0,0,0.0480769230769231,0.00961538461538462,0,0,0,0,0,0,0,0,0,0,0
