"code","iso","country","WGI.raw.2016","WGI.raw.2017","WGI.raw.2018","WGI.raw.2019","WGI.raw.2020","WGI.raw.2021","WGI.raw.2022"
4,"AFG","Afghanistan",2678.43625428062,-9999,-9999,-9999,-9999,-9999,-9999
8,"ALB","Albania",88.4689816770068,-9999,-9999,-9999,-9999,-9999,-9999
12,"DZA","Algeria",948.314329733424,990.77371777608,1035.10920612108,1079.87423445816,989.946697253282,1003.67945482258,-9999
20,"AND","Andorra",0.744545165204756,0.757266857360547,0.763394604752554,0.724349191795356,0.777440158132095,0.70980236365058,-9999
24,"AGO","Angola",562.725124791611,-9999,-9999,-9999,-9999,-9999,-9999
660,"AIA","Anguilla",-8888,-8888,-8888,-8888,-8888,-8888,-8888
28,"ATG","Antigua and Barbuda",1.50906260871495,-9999,-9999,-9999,-9999,-9999,-9999
32,"ARG","Argentina",-9999,-9999,-9999,854.623035596227,967.573655047195,893.206037198128,-9999
51,"ARM","Armenia",49.8274346741841,43.0551296567536,37.9422236017797,34.5061683834406,44.2387510531631,35.6600099437251,-9999
533,"ABW","Aruba",2.37913656291736,-9999,-9999,-9999,-9999,-9999,-9999
36,"AUS","Australia",270.619533585561,260.439627834485,257.711555164083,254.596209675602,-9999,-9999,-9999
40,"AUT","Austria",92.378507806473,92.6291921019777,92.7064751219111,93.5375946520997,143.070333674939,-9999,-9999
31,"AZE","Azerbaijan",172.139526673905,171.962415904812,190.413686223918,215.728674304553,265.696115394273,275.737529705982,-9999
44,"BHS","Bahamas",7.8758664824995,-9999,-9999,-9999,-9999,-9999,-9999
48,"BHR","Bahrain",37.2295713491541,43.7776161658823,37.1643817562971,27.5798116345546,29.1225407499279,33.1639653264133,-9999
50,"BGD","Bangladesh",-9999,-9999,-9999,1463.9332729553,1287.55906608928,1254.24170183911,-9999
52,"BRB","Barbados",7.20863141284051,8.13074125956537,9.12466889182551,15.6883720380808,15.8149730683584,19.0308084366884,-9999
112,"BLR","Belarus",281.745735883633,231.388042473052,221.996113827613,205.471435721659,211.564165227753,199.781685393602,-9999
56,"BEL","Belgium",97.4462531268326,94.7623609340801,93.6180455241275,94.0511208181113,175.601644380134,173.634773731785,-9999
84,"BLZ","Belize",11.0097280423145,-9999,-9999,-9999,-9999,-9999,-9999
204,"BEN","Benin",-9999,-9999,-9999,-9999,85.3198326406979,251.99058887469,284.530541901976
60,"BMU","Bermuda",1.14908185594153,1.16942687787492,1.15200286725621,1.05776412331374,-9999,-9999,-9999
64,"BTN","Bhutan",-9999,10.5778788510852,-9999,8.96865326850039,-9999,-9999,-9999
68,"BOL","Bolivia",329.431214302384,346.490140000927,356.221479407347,336.691097203592,375.457837375729,351.360728588972,-9999
70,"BIH","Bosnia and Herzegovina",96.0506726306508,-9999,-9999,-9999,-9999,-9999,-9999
72,"BWA","Botswana",-9999,33.494764611711,-9999,-9999,-9999,-9999,-9999
76,"BRA","Brazil",5489.99249398982,-9999,-9999,-9999,-9999,-9999,-9999
92,"VGB","British Virgin Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888
96,"BRN","Brunei Darussalam",-9999,-9999,-9999,2.76600339131712,-9999,-9999,-9999
100,"BGR","Bulgaria",138.904830137006,143.456179604478,128.883174213129,132.381622278464,125.847530516646,-9999,-9999
854,"BFA","Burkina Faso",1343.5463862159,-9999,-9999,-9999,-9999,-9999,-9999
108,"BDI","Burundi",2449.20365533467,-9999,-9999,-9999,-9999,-9999,-9999
132,"CPV","Cabo Verde",19.2093077393125,-9999,-9999,-9999,-9999,-9999,-9999
116,"KHM","Cambodia",289.480506649191,-9999,-9999,-9999,-9999,-9999,-9999
120,"CMR","Cameroon",891.826784840511,-9999,-9999,-9999,-9999,-9999,-9999
124,"CAN","Canada",528.957253453303,-9999,-9999,-9999,-9999,-9999,-9999
136,"CYM","Cayman Islands",0.871783528005498,-9999,-9999,-9999,-9999,-9999,-9999
140,"CAF","Central African Republic",1351.40324046486,-9999,-9999,-9999,-9999,-9999,-9999
148,"TCD","Chad",807.168527642677,-9999,-9999,-9999,-9999,-9999,-9999
152,"CHL","Chile",293.855031188126,330.876317996629,326.158712468843,-9999,-9999,-9999,-9999
156,"CHN","China",16166.490132826,16073.663109843,16028.3078272662,16116.9465721088,15348.2520362741,-9999,-9999
170,"COL","Colombia",1500.85463392723,-9999,-9999,-9999,-9999,-9999,-9999
174,"COM","Comoros",28.5698620391992,-9999,-9999,-9999,-9999,-9999,-9999
184,"COK","Cook Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888
188,"CRI","Costa Rica",74.6665619222535,-9999,-9999,-9999,-9999,-9999,-9999
384,"CIV","Cote d'Ivoire",961.142571697006,-9999,-9999,-9999,-9999,-9999,-9999
191,"HRV","Croatia",69.6297808089966,-9999,-9999,-9999,-9999,-9999,-9999
192,"CUB","Cuba",577.632258806057,623.345398248882,621.269796150317,595.728086483575,576.505184564811,518.904020951495,-9999
531,"CUW","Curacao",0.983678949356234,-9999,-9999,-9999,-9999,-9999,-9999
196,"CYP","Cyprus",29.5167726957868,-9999,-9999,-9999,-9999,-9999,-9999
203,"CZE","Czech Republic",96.7176533035057,133.342303809225,131.392867155981,130.227753142123,150.465918258356,147.038835612931,-9999
180,"COD","Dem. Rep. Congo",14084.8359302673,-9999,-9999,-9999,-9999,-9999,-9999
208,"DNK","Denmark",87.7918105681167,85.4097451900148,83.9284948996309,86.369611290856,85.448845030736,79.3786977474864,-9999
262,"DJI","Djibouti",26.7977813984833,-9999,-9999,-9999,-9999,-9999,-9999
212,"DMA","Dominica",1.61482159637139,1.73737697964179,1.73005977920845,1.69417407424567,2.04762962318625,1.92670899368361,-9999
214,"DOM","Dominican Republic",254.51609671495,-9999,-9999,-9999,-9999,-9999,-9999
218,"ECU","Ecuador",358.800438293817,412.678571578959,420.466444452004,426.63628918782,477.536636562312,-9999,-9999
818,"EGY","Egypt",1950.61619391103,-9999,-9999,-9999,-9999,-9999,-9999
222,"SLV","El Salvador",203.447942348138,214.881788476726,215.444347085184,222.834582118181,-9999,-9999,-9999
226,"GNQ","Equatorial Guinea",9.20163846157958,-9999,-9999,-9999,-9999,-9999,-9999
232,"ERI","Eritrea",419.532390047848,-9999,-9999,-9999,-9999,-9999,-9999
233,"EST","Estonia",15.4331910739538,15.1972390635096,15.2945121044579,13.5533467666653,14.1848852211807,13.559691102464,-9999
