"code","iso","country","GHI.raw.1990","GHI.raw.1991","GHI.raw.1992","GHI.raw.1993","GHI.raw.1994","GHI.raw.1995","GHI.raw.1996","GHI.raw.1997","GHI.raw.1998","GHI.raw.1999","GHI.raw.2000","GHI.raw.2001","GHI.raw.2002","GHI.raw.2003","GHI.raw.2004","GHI.raw.2005","GHI.raw.2006","GHI.raw.2007","GHI.raw.2008","GHI.raw.2009","GHI.raw.2010","GHI.raw.2011","GHI.raw.2012","GHI.raw.2013","GHI.raw.2014","GHI.raw.2015","GHI.raw.2016","GHI.raw.2017","GHI.raw.2018","GHI.raw.2019","GHI.raw.2020","GHI.raw.2021","GHI.raw.2022"
246,"FIN","Finland",4.32320952514292e-07,4.46164799816543e-07,4.52327744725449e-07,4.70241178920285e-07,4.88202760269963e-07,4.45231798880312e-07,4.65461489264285e-07,4.30334243034113e-07,3.8876180660098e-07,3.688261314933e-07,3.39396447268154e-07,3.55998674201119e-07,3.61046064819371e-07,3.89099124407713e-07,3.57383257265584e-07,2.96557964807346e-07,3.31924979727363e-07,3.08910061287696e-07,2.74945639455596e-07,2.83995662266146e-07,3.07141111589853e-07,2.68626390371356e-07,2.5003845773413e-07,2.54376098312148e-07,2.38233240093614e-07,2.22744938893914e-07,2.27521391833047e-07,2.10221123015363e-07,2.11026002617015e-07,1.96765374208242e-07,1.8221380531809e-07,1.76920168550453e-07,1.64736722736477e-07
250,"FRA","France",2.75077784281843e-07,2.85482338796538e-07,2.7613798264713e-07,2.67690680753524e-07,2.57265832874271e-07,2.54987624097067e-07,2.59895698975269e-07,2.50544354659724e-07,2.48190773903124e-07,2.37936199998109e-07,2.26431147498107e-07,2.24295207614703e-07,2.19497824517744e-07,2.19255753986595e-07,2.1316297639998e-07,2.10260549471496e-07,2.01631759998296e-07,1.93084974284609e-07,1.90514393907495e-07,1.88190882357617e-07,1.8607735994793e-07,1.7337530093763e-07,1.73815367060987e-07,1.72650208390073e-07,1.60079914620847e-07,1.59698761178581e-07,1.58588605586664e-07,1.56024341796815e-07,1.46954365867177e-07,1.41445287656665e-07,1.39414207571773e-07,1.37715134569851e-07,1.31943136385319e-07
258,"PYF","French Polynesia",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
266,"GAB","Gabon",3.22056909738864e-07,2.8275473902006e-07,3.10090936737736e-07,3.04084904846184e-07,2.67271631638476e-07,2.74072814910183e-07,2.64037839170173e-07,2.29599191264228e-07,2.40689957980141e-07,2.39167958097505e-07,2.31719817714838e-07,2.32031123374214e-07,2.2837807744148e-07,2.38085889916511e-07,2.32067601039385e-07,2.12051879087795e-07,2.25723879309962e-07,2.10546060300218e-07,2.46980804109791e-07,2.44136316760094e-07,2.67323984741879e-07,2.45655853276041e-07,2.21118198055303e-07,2.08856737889436e-07,1.98764231387488e-07,1.91683880610061e-07,1.96485170775814e-07,2.02495220170774e-07,1.91619387165209e-07,1.9884700297294e-07,1.89036593106181e-07,1.88065402495321e-07,1.77360926029076e-07
270,"GMB","Gambia",5.61226232970615e-07,5.61601673961897e-07,5.42068185532745e-07,5.26992113857639e-07,5.42063339119472e-07,5.51453791793757e-07,5.59830447020713e-07,5.16092846988881e-07,5.23958534742678e-07,4.96084863079308e-07,4.9868003915142e-07,4.55002842207495e-07,4.69105131645325e-07,4.7664084868055e-07,4.81989800639101e-07,5.13523491807694e-07,5.45514644643073e-07,5.32949170120655e-07,5.44912770093129e-07,5.98677236493085e-07,6.05158556244102e-07,5.7143609500805e-07,5.67082012325894e-07,5.6744947988739e-07,6.11252079017187e-07,6.26717384638069e-07,5.8863896637699e-07,5.71978648348909e-07,5.29443941673742e-07,5.37367310122261e-07,5.43340821339584e-07,5.32583144253938e-07,5.19225219860612e-07
268,"GEO","Georgia",9.30528153819006e-07,9.17580951316901e-07,1.40015992875757e-06,1.65512893381925e-06,1.19251367472063e-06,9.53539000245365e-07,8.88690645265923e-07,7.55133168767319e-07,6.86687295915223e-07,6.2223075804179e-07,6.51718462189095e-07,5.57357068749899e-07,5.95878980061042e-07,5.76452981671988e-07,5.5625489626245e-07,4.79039807281633e-07,5.1320111199223e-07,4.8376988883402e-07,4.21786603944506e-07,4.37782922475787e-07,4.20110534503928e-07,4.73785097978911e-07,4.74781085468827e-07,4.2905915111289e-07,4.22608544967834e-07,4.3498430044672e-07,4.30588737426594e-07,3.84279562498471e-07,3.35509092181622e-07,3.21591121511748e-07,3.42504072128302e-07,3.09492925736845e-07,2.8852707782065e-07
276,"DEU","Germany",4.25265450184595e-07,3.92197679862969e-07,3.6784217289611e-07,3.68510803594505e-07,3.54055403370373e-07,3.46476307527151e-07,3.49498532387322e-07,3.3241790954284e-07,3.18552807160389e-07,3.02538843163354e-07,2.93828001953637e-07,2.93025889229207e-07,2.87696105216435e-07,2.88942534289957e-07,2.80427591652203e-07,2.71196989050539e-07,2.6309542184392e-07,2.4871733389578e-07,2.46441603540236e-07,2.43065838167961e-07,2.42378888191422e-07,2.27182797460397e-07,2.27575311203008e-07,2.31686584979101e-07,2.16876446869398e-07,2.14460790933439e-07,2.1029665660882e-07,2.00872294493076e-07,1.90956760953115e-07,1.77309086932386e-07,1.69437082820347e-07,1.71858791947105e-07,1.66999793567182e-07
288,"GHA","Ghana",3.27454623381292e-07,3.24390827005281e-07,3.61046489444244e-07,3.51121424582025e-07,3.42811082424333e-07,3.01378210499185e-07,2.90825853039548e-07,3.06810966036263e-07,3.14748566301931e-07,2.93148637619473e-07,2.70047493927731e-07,2.63811165564493e-07,2.75548246222294e-07,2.61496504657797e-07,2.28406518362842e-07,2.49127949431423e-07,2.57849851853873e-07,2.7612617884925e-07,2.49350377044839e-07,2.56859462917194e-07,2.93101626788646e-07,4.28390780986263e-07,2.72920395708245e-07,2.82704973163318e-07,2.93910055041313e-07,2.91031766166742e-07,3.02915102381857e-07,3.99367190248988e-07,3.05682469886592e-07,2.96656725268554e-07,3.18635236142461e-07,3.18838898394557e-07,3.1084622471918e-07
300,"GRC","Greece",4.2040328170235e-07,4.08050795387182e-07,4.10256376754205e-07,4.15417806935228e-07,4.1768765954228e-07,4.18259411164182e-07,4.18123500849984e-07,4.17602709732664e-07,4.2088403005918e-07,4.08727642695007e-07,4.04329626303195e-07,3.90145436389196e-07,3.76487293210371e-07,3.66068134799266e-07,3.4900751759218e-07,3.60258850894385e-07,3.299474006115e-07,3.27940677543799e-07,3.19690659645623e-07,3.15207146081783e-07,3.18279800927539e-07,3.45257294150243e-07,3.61376090212718e-07,3.39018360940465e-07,3.26157867195853e-07,3.14177781347943e-07,3.0393127025255e-07,3.12864455308367e-07,2.97424820397304e-07,2.70914908300738e-07,2.60529096031415e-07,2.46861585123987e-07,2.41478388302302e-07
304,"GRL","Greenland",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
308,"GRD","Grenada",1.85725398938618e-07,1.88548949971131e-07,1.98715539657501e-07,2.07047911748852e-07,2.29709292935009e-07,2.40395881525386e-07,2.39478135093515e-07,2.49914618580493e-07,2.36085042711756e-07,2.43959123581798e-07,2.31583600528367e-07,2.44604733065328e-07,2.46502565884522e-07,2.36251553356497e-07,2.34699527477008e-07,2.17219908467953e-07,2.39638174896147e-07,2.35958771260494e-07,2.48425859898049e-07,2.68408563801842e-07,2.8303937453586e-07,2.71656039824034e-07,2.9567372790403e-07,3.1931989911651e-07,2.70516059805368e-07,2.79581741884975e-07,2.79181956329895e-07,2.78261307190466e-07,2.75690118750311e-07,2.80830578365022e-07,3.11140773945575e-07,3.00224697782458e-07,2.91889970769931e-07
320,"GTM","Guatemala",3.05083517367873e-07,3.04092922835332e-07,3.15676988676308e-07,3.01055637303886e-07,3.13012599994783e-07,2.99286894988098e-07,2.71381401839591e-07,2.75764053094826e-07,2.77974843254983e-07,2.75099826311113e-07,2.74824433449658e-07,2.76321200651749e-07,2.75610112006116e-07,2.65963429636894e-07,2.70098426663552e-07,2.76616037155742e-07,2.58461076749814e-07,2.44265386850054e-07,2.21318916614547e-07,2.28063781190786e-07,2.1635920624431e-07,2.11252771905464e-07,2.1053577759742e-07,2.15172212321703e-07,2.16972858068017e-07,2.28556775361925e-07,2.32468839591742e-07,2.35036595993493e-07,2.12161283158753e-07,2.18590446534379e-07,2.07138195810488e-07,2.07708500669011e-07,2.03269910018775e-07
831,"GGY","Guernsey",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
324,"GIN","Guinea",1.05394939101002e-06,1.06413554025167e-06,1.02058311726061e-06,1.00946167246924e-06,1.0117171161757e-06,1.04143788968585e-06,9.77920305289287e-07,8.97446486602069e-07,9.39503649792591e-07,9.43656616670175e-07,9.72385011633246e-07,1.00129810706527e-06,1.03282960345417e-06,1.03638804132643e-06,1.02227378524203e-06,1.08393536829463e-06,1.09271531857429e-06,1.04632138845788e-06,1.03667630902633e-06,1.0819560936648e-06,1.16052410160658e-06,1.16120616269195e-06,1.15506307570721e-06,1.11236356854368e-06,1.09516795333742e-06,1.07542390019139e-06,1.08137675315624e-06,9.87980691968151e-07,9.4376802893961e-07,9.40920402624438e-07,9.27576962422209e-07,9.27064920197906e-07,9.16367223841931e-07
624,"GNB","Guinea-Bissau",9.35052693439493e-07,8.99622642309446e-07,9.10206738536373e-07,9.08865866422981e-07,8.91937596728518e-07,8.73499343835146e-07,7.60152319174167e-07,7.09695139096477e-07,9.76328036271009e-07,1.04699172777917e-06,9.83041214693078e-07,1.10173834885594e-06,1.1406275315941e-06,1.16092791458863e-06,1.09690461345322e-06,1.03677428017589e-06,1.08901806393971e-06,1.07230507787354e-06,1.00897310740177e-06,1.03024748274142e-06,1.02318528961645e-06,9.49085084714092e-07,1.03686759083416e-06,9.94303602992798e-07,9.8497087209174e-07,9.70645897343719e-07,9.10249028985939e-07,8.67123086315922e-07,9.06480468030238e-07,8.75579184520658e-07,9.08061990538065e-07,8.93324564957765e-07,8.84935045571681e-07
